,Sl,Station_Names,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,Station_Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period,Flood?
1210,11299,Kutubdia,1981,8,33.14137931,25.58965517,460.0,87.0,2.5,6.196551724,4.66,41989,690250.3,414997.4,21.83,91.84,6,1981.08,1
1211,125,Barisal,1959,6,34.6,25.8,377.0,85.0,1.631481481,5.4,4.072340426,41950,536809.8,510151.9,22.7,90.36,4,1959.06,1
1212,3633,Comilla,1952,10,33.1,24.4,422.0,87.0,0.912962963,4.8,6.839393939,41933,621445.2,596963.4,23.48,91.19,10,1952.1,1
1213,17432,Satkhira,1979,9,35.4,26.5,90.0,80.0,0.7,5.1,4.913333333,41946,404211.7,508367.2,22.68,89.07,6,1979.09,0
1214,8857,Ishurdi,1987,2,34.4,12.2,0.0,69.0,0.8,0.9,8.8,41907,402483.2,667640.8,24.12,89.04,14,1987.02,0
1215,18820,Srimangal,1992,5,36.4,22.0,354.0,80.0,0.4,4.2,6.9,41915,675761.6,687095.9,24.29,91.73,23,1992.05,0
1216,18933,Srimangal,2001,10,34.8,22.9,304.0,89.0,0.4,4.7,5.9,41915,675761.6,687095.9,24.29,91.73,23,2001.1,0
1217,13930,Mymensingh,2009,11,33.5,18.6,0.0,82.0,0.4,1.9,6.8,41886,540975.3,737535.8,24.75,90.41,19,2009.11,0
1218,5112,Cox's Bazar,2010,1,30.0,15.3,0.0,72.0,4.0,0.5,8.2,41992,705183.0,374324.6,21.46,91.98,4,2010.01,0
1219,10619,Khulna,1961,12,27.9,12.5,0.0,80.0,0.3,0.2,7.453333333,41947,456632.4,521635.7,22.8,89.58,4,1961.12,0
1220,5247,Dhaka,1960,4,37.7,24.2,19.0,63.0,3.1,1.8,8.132075472,41923,540098.6,629248.4,23.78,90.39,9,1960.04,0
1221,12594,Maijdee Court,1989,7,34.0,25.8,703.0,86.0,1.2,5.9,4.4,41953,610851.8,524433.6,22.83,91.08,6,1989.07,1
1222,15283,Rangamati,1974,8,33.4,25.2,317.0,85.0,1.8,5.8,4.744444444,41966,725903.3,508021.9,22.67,92.2,63,1974.08,0
1223,6426,Dinajpur,1992,7,35.0,25.0,535.0,86.0,1.5,6.7,3.2,41863,365790.2,834718.0,25.63,88.66,37,1992.07,1
1224,18835,Srimangal,1993,8,34.6,25.3,268.0,86.0,0.4,5.8,3.7,41915,675761.6,687095.9,24.29,91.73,23,1993.08,0
1225,1513,Bogra,1961,2,29.7,12.4,27.0,68.0,1.0,2.1,7.9,41883,435303.7,751187.5,24.88,89.36,20,1961.02,0
1226,6868,Faridpur,1963,5,35.3,21.6,213.0,82.0,1.2,5.2,7.020689655,41929,483877.3,610719.3,23.61,89.84,9,1963.05,0
1227,8569,Ishurdi,1963,2,32.6,11.6,2.0,59.0,1.6,1.6,7.917241379,41907,402483.2,667640.8,24.12,89.04,14,1963.02,0
1228,1674,Bogra,1974,7,37.8,25.1,474.0,90.0,1.2,6.5,2.8,41883,435303.7,751187.5,24.88,89.36,20,1974.07,1
1229,7398,Faridpur,2007,7,34.6,25.9,676.0,87.0,1.2,6.4,3.8,41929,483877.3,610719.3,23.61,89.84,9,2007.07,1
1230,8011,Hatiya,1969,8,32.4,24.8,838.0,90.0,1.8,5.9,4.424137931,41963,616159.2,465295.1,22.29,91.13,4,1969.08,1
1231,9896,Jessore,2007,9,36.2,25.9,259.0,86.0,1.5,5.6,3.8,41936,420062.7,562498.8,23.17,89.22,7,2007.09,0
1232,18089,Sitakunda,1997,6,34.2,24.8,860.0,86.0,1.4,6.1,4.1,41965,668856.2,504500.3,22.64,91.64,4,1997.06,1
1233,1169,Bhola,1998,6,34.8,27.2,255.0,89.0,1.4,4.5,2.5,41951,567637.6,510271.8,22.7,90.66,5,1998.06,0
1234,8862,Ishurdi,1987,7,34.7,25.5,413.0,89.0,2.4,6.5,3.6,41907,402483.2,667640.8,24.12,89.04,14,1987.07,1
1235,12786,Maijdee Court,2005,7,33.8,26.1,724.0,88.0,2.0,6.4,4.4,41953,610851.8,524433.6,22.83,91.08,6,2005.07,1
1236,4685,Cox's Bazar,1974,6,32.8,24.8,532.0,87.0,3.1,6.3,3.6,41992,705183.0,374324.6,21.46,91.98,4,1974.06,1
1237,13199,Mymensingh,1948,12,30.9,13.6,0.0,77.0,0.440740741,0.4,6.637142857,41886,540975.3,737535.8,24.75,90.41,19,1948.12,0
1238,9297,Jessore,1957,10,35.0,22.8,60.0,87.0,1.077777778,4.0,6.574468085,41936,420062.7,562498.8,23.17,89.22,7,1957.1,0
1239,12194,Maijdee Court,1956,3,34.9,20.8,33.0,76.0,1.122222222,2.1,7.84137931,41953,610851.8,524433.6,22.83,91.08,6,1956.03,0
1240,3692,Comilla,1957,9,34.5,25.3,366.0,86.0,1.537037037,4.9,5.548484848,41933,621445.2,596963.4,23.48,91.19,10,1957.09,1
1241,12816,Maijdee Court,2008,1,29.0,14.8,27.0,81.0,0.5,1.6,5.8,41953,610851.8,524433.6,22.83,91.08,6,2008.01,0
1242,11020,Khulna,1995,5,38.2,26.7,181.0,79.0,2.2,3.8,6.4,41947,456632.4,521635.7,22.8,89.58,4,1995.05,0
1243,19550,Sylhet,1995,3,37.4,17.7,80.0,63.0,1.4,2.5,7.3,41891,694533.2,752277.9,24.88,91.93,35,1995.03,0
1244,2011,Bogra,2002,8,35.2,26.5,496.0,87.0,0.8,6.0,5.9,41883,435303.7,751187.5,24.88,89.36,20,2002.08,1
1245,5495,Dhaka,1980,12,28.9,14.9,0.0,69.0,0.2,1.3,7.6,41923,540098.6,629248.4,23.78,90.39,9,1980.12,0
1246,8774,Ishurdi,1980,3,41.4,18.1,22.0,56.0,1.3,2.2,8.110344828,41907,402483.2,667640.8,24.12,89.04,14,1980.03,0
1247,12240,Maijdee Court,1960,1,27.1,12.0,0.0,82.0,0.6,0.7,7.068965517,41953,610851.8,524433.6,22.83,91.08,6,1960.01,0
1248,16295,Rangpur,1998,12,29.4,13.9,0.0,81.0,0.9,0.4,8.7,41859,426172.9,844822.3,25.72,89.26,34,1998.12,0
1249,20441,Teknaf,2005,6,34.8,26.4,1023.0,86.0,0.5,6.0,3.9,41998,734765.4,308914.1,20.87,92.26,4,2005.06,1
1250,19407,Sylhet,1983,4,34.4,20.7,500.0,76.0,1.5,5.0,7.2,41891,694533.2,752277.9,24.88,91.93,35,1983.04,0
1251,7607,Feni,1983,12,28.4,13.5,20.0,78.0,0.3,1.2,7.203448276,41943,640285.9,544954.5,23.01,91.37,8,1983.12,0
1252,8816,Ishurdi,1983,9,34.6,26.1,210.0,83.0,1.9,5.6,5.220689655,41907,402483.2,667640.8,24.12,89.04,14,1983.09,0
1253,7743,Feni,1995,4,36.4,23.9,87.0,76.0,1.7,3.5,7.6,41943,640285.9,544954.5,23.01,91.37,8,1995.04,0
1254,15456,Rangamati,1989,1,27.0,11.6,0.0,72.0,0.9,0.5,7.6,41966,725903.3,508021.9,22.67,92.2,63,1989.01,0
1255,18896,Srimangal,1998,9,35.8,25.2,204.0,86.0,0.2,4.9,5.8,41915,675761.6,687095.9,24.29,91.73,23,1998.09,0
1256,856,Bhola,1972,5,35.4,26.1,64.0,83.0,2.4,3.2,5.724242424,41951,567637.6,510271.8,22.7,90.66,5,1972.05,0
1257,17467,Satkhira,1982,8,39.4,25.8,387.0,86.0,2.7,6.4,4.373333333,41946,404211.7,508367.2,22.68,89.07,6,1982.08,1
1258,8172,Hatiya,1983,1,26.9,15.7,20.0,75.0,0.7,1.2,7.737931034,41963,616159.2,465295.1,22.29,91.13,4,1983.01,0
1259,12528,Maijdee Court,1984,1,28.0,12.7,0.0,78.0,0.5,1.1,7.068965517,41953,610851.8,524433.6,22.83,91.08,6,1984.01,0
1260,12893,Mongla,1989,6,35.2,26.5,341.7391304,84.0,2.5,5.591304348,4.223076923,41958,452007.3,499110.5,22.43,89.66,4,1989.06,1
1261,12403,Maijdee Court,1973,8,31.6,24.6,608.0,89.0,1.6,5.5,4.64137931,41953,610851.8,524433.6,22.83,91.08,6,1973.08,1
1262,3165,Chittagong (IAP-Patenga),1979,10,33.0,24.0,59.0,79.0,2.4,2.2,8.9,41978,684570.9,471415.0,22.34,91.79,6,1979.1,0
1263,248,Barisal,1969,9,34.3,26.0,366.0,87.0,1.3,5.6,5.9,41950,536809.8,510151.9,22.7,90.36,4,1969.09,1
1264,5782,Dhaka,2004,11,31.1,18.6,0.0,70.0,0.3,1.2,7.8,41923,540098.6,629248.4,23.78,90.39,9,2004.11,0
1265,18561,Srimangal,1970,10,33.3,22.0,213.0,89.0,0.5,3.3,6.714285714,41915,675761.6,687095.9,24.29,91.73,23,1970.1,0
1266,20152,Teknaf,1981,5,33.0,24.5,259.0,77.0,0.8,5.0,8.5,41998,734765.4,308914.1,20.87,92.26,4,1981.05,0
1267,11737,Madaripur,1981,2,34.0,15.1,35.0,69.0,0.2,1.5,7.069230769,41939,518762.7,561770.3,23.17,90.18,5,1981.02,0
1268,4974,Cox's Bazar,1998,7,34.7,25.7,1257.0,90.0,3.4,6.5,4.0,41992,705183.0,374324.6,21.46,91.98,4,1998.07,1
1269,13567,Mymensingh,1979,8,36.1,26.1,125.0,86.0,2.1,6.2,5.3,41886,540975.3,737535.8,24.75,90.41,19,1979.08,0
1270,6897,Faridpur,1965,10,32.9,23.6,20.0,80.0,0.6,2.9,6.906896552,41929,483877.3,610719.3,23.61,89.84,9,1965.1,0
1271,16974,Sandwip,2007,7,33.3,25.3,827.0,90.0,1.4,6.6,3.5,41964,650012.1,488627.9,22.5,91.46,6,2007.07,1
1272,17692,Satkhira,2001,5,36.8,24.7,223.0,76.0,0.8,4.2,8.1,41946,404211.7,508367.2,22.68,89.07,6,2001.05,0
1273,13470,Mymensingh,1971,7,31.8,25.8,398.0,86.0,1.5,6.5,3.691428571,41886,540975.3,737535.8,24.75,90.41,19,1971.07,1
1274,7426,Faridpur,2009,11,33.7,19.4,0.0,76.0,1.5,1.8,7.0,41929,483877.3,610719.3,23.61,89.84,9,2009.11,0
1275,2127,Bogra,2012,4,38.4,22.7,74.0,71.0,3.5,3.3,7.4,41883,435303.7,751187.5,24.88,89.36,20,2012.04,0
1276,19961,Tangail,2002,6,34.6,25.6,230.0,85.0,1.1,6.0,3.4,41909,491982.91,683166.0,24.15,89.55,10,2002.06,0
1277,8868,Ishurdi,1988,1,25.9,10.4,0.0,77.0,0.9,0.5,7.2,41907,402483.2,667640.8,24.12,89.04,14,1988.01,0
1278,4334,Comilla,2011,3,33.1,19.7,28.0,74.0,2.7,2.6,8.0,41933,621445.2,596963.4,23.48,91.19,10,2011.03,0
1279,9011,Ishurdi,1999,12,29.2,13.6,0.0,78.0,0.5,0.4,7.8,41907,402483.2,667640.8,24.12,89.04,14,1999.12,0
1280,16121,Rangpur,1984,6,36.0,25.6,989.0,85.0,2.1,5.6,5.5,41859,426172.9,844822.3,25.72,89.26,34,1984.06,1
1281,13229,Mymensingh,1951,6,36.0,25.4,401.0,88.0,1.7,6.2,4.02,41886,540975.3,737535.8,24.75,90.41,19,1951.06,1
1282,19807,Tangail,1989,8,34.0,26.4,55.0,84.0,1.3,4.6,5.0,41909,491982.91,683166.0,24.15,89.55,10,1989.08,0
1283,17508,Satkhira,1986,1,30.7,12.3,13.0,65.0,2.8,1.9,7.4,41946,404211.7,508367.2,22.68,89.07,6,1986.01,0
1284,13523,Mymensingh,1975,12,27.8,13.6,0.0,76.0,0.0,0.4,6.637142857,41886,540975.3,737535.8,24.75,90.41,19,1975.12,0
1285,998,Bhola,1984,3,36.6,20.3,0.0,74.0,0.9,1.5,7.7,41951,567637.6,510271.8,22.7,90.66,5,1984.03,0
1286,8724,Ishurdi,1976,1,28.3,10.0,0.0,67.0,0.9,0.8,6.637931034,41907,402483.2,667640.8,24.12,89.04,14,1976.01,0
1287,11721,Madaripur,1979,10,33.2,24.0,127.0,79.0,0.5,3.4,5.996153846,41939,518762.7,561770.3,23.17,90.18,5,1979.1,0
1288,9294,Jessore,1957,7,34.4,25.9,381.0,89.0,2.955555556,6.4,3.972340426,41936,420062.7,562498.8,23.17,89.22,7,1957.07,1
1289,3062,Chittagong (IAP-Patenga),1971,3,31.8,20.0,34.0,74.0,2.3,1.7,8.4,41978,684570.9,471415.0,22.34,91.79,6,1971.03,0
1290,10532,Khulna,1954,9,34.8,26.4,128.0,87.0,1.107407407,6.4,4.906666667,41947,456632.4,521635.7,22.8,89.58,4,1954.09,0
1291,14684,Rajshahi,1981,9,33.7,26.2,398.0,84.0,1.6,5.2,5.8,41895,353944.9,693386.6,24.35,88.56,20,1981.09,1
1292,4200,Comilla,2000,1,29.2,12.6,45.0,79.0,0.7,1.0,7.2,41933,621445.2,596963.4,23.48,91.19,10,2000.01,0
1293,16891,Sandwip,2000,8,31.4,25.4,489.0,88.0,1.6,5.7,4.5,41964,650012.1,488627.9,22.5,91.46,6,2000.08,1
1294,5598,Dhaka,1989,7,34.1,26.3,347.0,84.0,2.1,6.4,4.7,41923,540098.6,629248.4,23.78,90.39,9,1989.07,0
1295,1258,Bhola,2005,11,31.7,18.8,0.0,85.0,0.2,1.4,7.8,41951,567637.6,510271.8,22.7,90.66,5,2005.11,0
1296,7665,Feni,1988,10,38.1,23.4,225.0,85.0,0.6,3.5,7.3,41943,640285.9,544954.5,23.01,91.37,8,1988.1,0
1297,3939,Comilla,1978,4,33.2,22.9,135.0,78.0,2.4,3.5,7.790909091,41933,621445.2,596963.4,23.48,91.19,10,1978.04,0
1298,821,Bhola,1969,6,32.4,24.6,584.0,93.0,3.3,7.5,3.306060606,41951,567637.6,510271.8,22.7,90.66,5,1969.06,0
1299,20334,Teknaf,1996,7,33.0,25.6,1212.0,90.0,0.7,5.9,3.7,41998,734765.4,308914.1,20.87,92.26,4,1996.07,1
1300,9222,Jessore,1951,7,35.1,25.3,279.0,87.0,2.955555556,6.6,3.972340426,41936,420062.7,562498.8,23.17,89.22,7,1951.07,0
1301,14592,Rajshahi,1974,1,27.8,11.7,0.0,68.0,0.4,0.3,6.782857143,41895,353944.9,693386.6,24.35,88.56,20,1974.01,0
1302,8006,Hatiya,1969,3,32.4,21.3,82.0,80.0,1.3,2.6,8.027586207,41963,616159.2,465295.1,22.29,91.13,4,1969.03,0
1303,16141,Rangpur,1986,2,30.4,11.4,0.0,70.0,0.8,1.3,8.4,41859,426172.9,844822.3,25.72,89.26,34,1986.02,0
1304,8568,Ishurdi,1963,1,27.5,8.6,1.0,79.0,2.1,1.1,6.637931034,41907,402483.2,667640.8,24.12,89.04,14,1963.01,0
1305,19087,Sylhet,1956,8,34.4,25.1,605.0,86.54385965,1.390740741,7.0,4.473076923,41891,694533.2,752277.9,24.88,91.93,35,1956.08,1
1306,6971,Faridpur,1971,12,25.6,12.9,1.0,77.0,0.6,0.6,7.234482759,41929,483877.3,610719.3,23.61,89.84,9,1971.12,0
1307,18870,Srimangal,1996,7,35.5,25.2,511.0,87.0,0.7,6.2,3.2,41915,675761.6,687095.9,24.29,91.73,23,1996.07,0
1308,8327,Hatiya,1995,12,25.8,16.2,7.0,72.0,0.1,0.1,8.4,41963,616159.2,465295.1,22.29,91.13,4,1995.12,0
1309,12131,Madaripur,2013,12,29.7,13.1,0.0,82.0,0.0,0.5,6.0,41939,518762.7,561770.3,23.17,90.18,5,2013.12,0
1310,10085,Khepupara,1983,6,34.0,26.4,474.0,85.0,2.5,6.3,3.807692308,41984,522893.1,430006.8,21.98,90.22,3,1983.06,1
1311,7049,Faridpur,1978,6,33.3,25.4,401.0,87.0,0.5,5.3,5.0,41929,483877.3,610719.3,23.61,89.84,9,1978.06,1
1312,14231,Patuakhali,1993,12,29.2,15.8,0.0,80.0,0.3,1.3,6.6,41960,534986.1,472575.7,22.36,90.34,3,1993.12,0
1313,436,Barisal,1985,5,35.0,24.2,226.0,88.0,1.7,5.1,7.9,41950,536809.8,510151.9,22.7,90.36,4,1985.05,1
1314,7437,Faridpur,2010,10,36.2,24.8,163.0,81.0,2.0,3.2,6.8,41929,483877.3,610719.3,23.61,89.84,9,2010.1,0
1315,19043,Srimangal,2010,12,29.8,11.7,53.0,82.0,1.9,1.5,6.7,41915,675761.6,687095.9,24.29,91.73,23,2010.12,0
1316,12498,Maijdee Court,1981,7,31.1,25.6,1043.0,89.0,1.5,6.4,3.575862069,41953,610851.8,524433.6,22.83,91.08,6,1981.07,1
1317,4019,Comilla,1984,12,31.5,12.6,2.0,76.0,1.1,0.9,7.2,41933,621445.2,596963.4,23.48,91.19,10,1984.12,0
1318,2252,Chandpur,1972,9,32.2,25.7,229.0,85.0,1.0,4.4,4.289189189,41941,568556.9,571945.8,23.26,90.67,7,1972.09,0
1319,19457,Sylhet,1987,6,34.4,24.6,1057.0,89.0,1.6,6.8,2.5,41891,694533.2,752277.9,24.88,91.93,35,1987.06,1
1320,20312,Teknaf,1994,9,32.8,22.9,425.0,86.0,1.3,4.5,5.2,41998,734765.4,308914.1,20.87,92.26,4,1994.09,1
1321,16237,Rangpur,1994,2,30.0,12.5,29.0,74.0,0.8,1.3,7.6,41859,426172.9,844822.3,25.72,89.26,34,1994.02,0
1322,16340,Rangpur,2002,9,35.0,25.4,256.0,84.0,1.2,5.4,5.8,41859,426172.9,844822.3,25.72,89.26,34,2002.09,0
1323,7937,Feni,2011,6,35.0,25.5,599.0,88.0,2.6,6.4,3.6,41943,640285.9,544954.5,23.01,91.37,8,2011.06,1
1324,13950,Mymensingh,2011,7,35.1,26.1,333.0,87.0,2.0,6.5,3.9,41886,540975.3,737535.8,24.75,90.41,19,2011.07,0
1325,17745,Satkhira,2005,10,34.0,24.2,484.0,88.0,0.3,4.7,4.9,41946,404211.7,508367.2,22.68,89.07,6,2005.1,1
1326,11497,Kutubdia,1998,2,29.7,17.5,31.0,83.0,1.1,1.5,8.3,41989,690250.3,414997.4,21.83,91.84,6,1998.02,0
1327,11965,Madaripur,2000,2,28.8,15.6,46.0,78.0,0.2,3.1,5.2,41939,518762.7,561770.3,23.17,90.18,5,2000.02,0
1328,7218,Faridpur,1992,7,33.6,24.4,387.0,87.0,2.1,6.3,3.9,41929,483877.3,610719.3,23.61,89.84,9,1992.07,1
1329,8502,Hatiya,2010,7,32.8,26.2,776.0,87.0,2.6,6.8,4.8,41963,616159.2,465295.1,22.29,91.13,4,2010.07,1
1330,18781,Srimangal,1989,2,31.0,12.6,18.0,73.0,0.9,1.6,8.3,41915,675761.6,687095.9,24.29,91.73,23,1989.02,0
1331,20032,Tangail,2008,5,36.4,23.9,239.0,76.0,1.0,4.0,7.6,41909,491982.91,683166.0,24.15,89.55,10,2008.05,0
1332,16638,Sandwip,1979,7,33.0,23.4,670.0,90.0,2.0,5.4,4.022222222,41964,650012.1,488627.9,22.5,91.46,6,1979.07,1
1333,7792,Feni,1999,5,35.4,24.7,409.0,84.0,1.7,5.4,4.6,41943,640285.9,544954.5,23.01,91.37,8,1999.05,1
1334,6774,Faridpur,1955,7,32.3,25.0,309.0,89.0,1.774074074,7.2,4.431034483,41929,483877.3,610719.3,23.61,89.84,9,1955.07,0
1335,19467,Sylhet,1988,4,36.1,21.3,332.0,76.0,1.7,4.4,6.6,41891,694533.2,752277.9,24.88,91.93,35,1988.04,0
1336,11624,Kutubdia,2008,9,34.0,25.7,305.0,85.0,1.6,5.7,5.3,41989,690250.3,414997.4,21.83,91.84,6,2008.09,0
1337,10420,Khepupara,2011,5,35.0,25.1,249.0,82.0,4.6,5.1,6.7,41984,522893.1,430006.8,21.98,90.22,3,2011.05,0
1338,2763,Chittagong (City-Ambagan),2011,4,34.8,23.7,117.0,77.0,3.2,3.2,6.411130628,41977,0.0,0.0,22.35,91.8166,0,2011.04,0
1339,13119,Mongla,2008,4,38.8,24.9,7.0,75.0,1.0,2.7,8.9,41958,452007.3,499110.5,22.43,89.66,4,2008.04,0
1340,8119,Hatiya,1978,8,34.6,25.3,555.0,89.0,2.5,5.8,4.424137931,41963,616159.2,465295.1,22.29,91.13,4,1978.08,1
1341,2311,Chandpur,1977,8,33.3,26.1,276.0,85.0,1.6,6.1,3.7,41941,568556.9,571945.8,23.26,90.67,7,1977.08,0
1342,561,Barisal,1995,10,34.0,23.9,156.0,84.0,0.1,3.5,6.6,41950,536809.8,510151.9,22.7,90.36,4,1995.1,0
1343,20251,Teknaf,1989,8,32.5,24.5,829.0,89.0,1.0,6.4,3.9,41998,734765.4,308914.1,20.87,92.26,4,1989.08,1
1344,17612,Satkhira,1994,9,36.6,25.6,164.0,80.0,0.9,3.8,6.8,41946,404211.7,508367.2,22.68,89.07,6,1994.09,0
1345,4846,Cox's Bazar,1987,11,33.9,22.7,102.0,79.0,1.2,2.9,8.6,41992,705183.0,374324.6,21.46,91.98,4,1987.11,0
1346,2541,Chandpur,1996,10,34.7,23.9,246.0,80.0,0.6,1.9,7.1,41941,568556.9,571945.8,23.26,90.67,7,1996.1,0
1347,2727,Chandpur,2012,4,37.0,23.6,194.0,80.0,2.7,4.3,7.3,41941,568556.9,571945.8,23.26,90.67,7,2012.04,0
1348,15046,Rajshahi,2011,11,31.2,17.0,1.0,81.0,1.5,0.6,7.1,41895,353944.9,693386.6,24.35,88.56,20,2011.11,0
1349,2379,Chandpur,1983,4,36.0,23.0,440.0,78.0,1.1,3.0,7.2,41941,568556.9,571945.8,23.26,90.67,7,1983.04,1
1350,13070,Mongla,2004,3,37.2,22.4,7.0,76.0,1.4,1.9,8.0,41958,452007.3,499110.5,22.43,89.66,4,2004.03,0
1351,9607,Jessore,1983,8,34.0,25.8,465.0,88.0,3.6,6.1,4.5,41936,420062.7,562498.8,23.17,89.22,7,1983.08,1
1352,11649,Kutubdia,2010,10,34.8,25.5,403.0,82.0,1.7,5.0,7.0,41989,690250.3,414997.4,21.83,91.84,6,2010.1,1
1353,6825,Faridpur,1959,10,31.8,22.7,697.0,88.0,0.862962963,5.0,6.906896552,41929,483877.3,610719.3,23.61,89.84,9,1959.1,1
1354,1716,Bogra,1978,1,27.2,10.3,2.0,73.0,0.8,0.5,9.2,41883,435303.7,751187.5,24.88,89.36,20,1978.01,0
1355,19558,Sylhet,1995,11,33.5,20.1,102.0,79.0,0.9,3.8,6.8,41891,694533.2,752277.9,24.88,91.93,35,1995.11,0
1356,2151,Chandpur,1964,4,36.7,23.7,133.2708333,76.35416667,4.5,1.7,7.1,41941,568556.9,571945.8,23.26,90.67,7,1964.04,0
1357,12469,Maijdee Court,1979,2,32.0,13.9,5.0,63.0,0.6,1.5,7.817241379,41953,610851.8,524433.6,22.83,91.08,6,1979.02,0
1358,2197,Chandpur,1968,2,31.1,15.1,0.0,72.0,0.3,1.2,6.781081081,41941,568556.9,571945.8,23.26,90.67,7,1968.02,0
1359,12377,Maijdee Court,1971,6,32.1,25.0,644.0,86.0,1.3,6.8,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1971.06,1
1360,7118,Faridpur,1984,3,37.8,18.3,54.0,60.0,1.6,1.3,7.879310345,41929,483877.3,610719.3,23.61,89.84,9,1984.03,0
1361,4297,Comilla,2008,2,30.4,14.1,11.0,73.0,0.7,1.2,6.8,41933,621445.2,596963.4,23.48,91.19,10,2008.02,0
1362,14336,Patuakhali,2002,9,35.0,25.5,481.0,90.0,0.8,5.1,4.6,41960,534986.1,472575.7,22.36,90.34,3,2002.09,1
1363,17682,Satkhira,2000,7,36.0,26.1,403.0,84.0,0.8,5.9,4.7,41946,404211.7,508367.2,22.68,89.07,6,2000.07,1
1364,1013,Bhola,1985,6,35.4,26.3,320.0,88.0,0.7,5.7,2.5,41951,567637.6,510271.8,22.7,90.66,5,1985.06,0
1365,4229,Comilla,2002,6,34.5,25.5,316.0,86.0,2.0,5.9,4.5,41933,621445.2,596963.4,23.48,91.19,10,2002.06,0
1366,7205,Faridpur,1991,6,34.5,25.3,337.0,88.0,2.3,5.9,3.6,41929,483877.3,610719.3,23.61,89.84,9,1991.06,0
1367,5032,Cox's Bazar,2003,5,35.8,25.7,574.0,84.0,1.6,3.9,6.1,41992,705183.0,374324.6,21.46,91.98,4,2003.05,1
1368,15598,Rangamati,2000,11,32.8,19.1,45.0,83.0,0.4,1.7,8.2,41966,725903.3,508021.9,22.67,92.2,63,2000.11,0
1369,6392,Dinajpur,1989,9,33.5,24.7,493.0,89.0,0.9,5.8,3.3,41863,365790.2,834718.0,25.63,88.66,37,1989.09,1
1370,7098,Faridpur,1982,7,34.8,26.3,210.0,85.0,1.3,3.5,4.431034483,41929,483877.3,610719.3,23.61,89.84,9,1982.07,0
1371,11945,Madaripur,1998,6,35.7,27.3,146.0,85.0,1.2,5.0,4.7,41939,518762.7,561770.3,23.17,90.18,5,1998.06,0
1372,2185,Chandpur,1967,2,33.3,16.9,0.0,78.0,2.7,0.7,6.781081081,41941,568556.9,571945.8,23.26,90.67,7,1967.02,0
1373,14677,Rajshahi,1981,2,32.3,11.7,49.0,69.0,1.0,1.3,8.8,41895,353944.9,693386.6,24.35,88.56,20,1981.02,0
1374,11215,Khulna,2011,8,36.5,26.2,614.0,89.0,2.0,6.2,3.3,41947,456632.4,521635.7,22.8,89.58,4,2011.08,1
1375,4847,Cox's Bazar,1987,12,30.0,17.5,13.0,75.0,1.1,1.3,8.5,41992,705183.0,374324.6,21.46,91.98,4,1987.12,0
1376,1896,Bogra,1993,1,28.0,11.2,65.0,81.0,1.1,1.1,6.1,41883,435303.7,751187.5,24.88,89.36,20,1993.01,0
1377,3450,Chittagong (IAP-Patenga),2003,7,35.2,25.8,372.0,85.0,1.0,5.9,4.2,41978,684570.9,471415.0,22.34,91.79,6,2003.07,1
1378,7562,Feni,1980,3,35.5,21.6,66.0,73.0,0.5,2.7,7.617241379,41943,640285.9,544954.5,23.01,91.37,8,1980.03,0
1379,2922,Chittagong (IAP-Patenga),1959,7,33.6,25.5,553.0,87.0,4.577777778,6.5,4.28490566,41978,684570.9,471415.0,22.34,91.79,6,1959.07,1
1380,5132,Cox's Bazar,2011,9,33.5,24.9,692.0,88.0,2.9,5.9,4.4,41992,705183.0,374324.6,21.46,91.98,4,2011.09,1
1381,6061,Dinajpur,1962,2,31.7,13.3,2.0,65.0,0.0,0.7,7.232,41863,365790.2,834718.0,25.63,88.66,37,1962.02,0
1382,14663,Rajshahi,1979,12,27.0,14.0,28.0,79.0,1.0,1.0,8.3,41895,353944.9,693386.6,24.35,88.56,20,1979.12,0
1383,945,Bhola,1979,10,31.9,23.8,0.0,86.0,0.0,3.3,5.606060606,41951,567637.6,510271.8,22.7,90.66,5,1979.1,0
1384,3502,Chittagong (IAP-Patenga),2007,11,34.7,21.2,182.0,84.0,0.5,2.6,6.9,41978,684570.9,471415.0,22.34,91.79,6,2007.11,0
1385,13085,Mongla,2005,6,38.0,27.4,342.0,86.0,1.4,5.1,4.7,41958,452007.3,499110.5,22.43,89.66,4,2005.06,0
1386,6246,Dinajpur,1977,7,32.2,25.9,422.0,85.0,0.9,5.9,4.288,41863,365790.2,834718.0,25.63,88.66,37,1977.07,1
1387,13902,Mymensingh,2007,7,34.6,26.2,726.0,90.0,1.5,6.7,2.9,41886,540975.3,737535.8,24.75,90.41,19,2007.07,1
1388,15008,Rajshahi,2008,9,35.3,25.8,129.0,86.0,0.8,5.3,6.0,41895,353944.9,693386.6,24.35,88.56,20,2008.09,1
1389,10661,Khulna,1965,6,37.4,26.1,407.0,84.0,2.2,5.5,4.546666667,41947,456632.4,521635.7,22.8,89.58,4,1965.06,1
1390,16067,Rangpur,1979,12,26.5,13.1,43.0,78.0,0.4,1.1,6.8,41859,426172.9,844822.3,25.72,89.26,34,1979.12,0
1391,15951,Rangpur,1970,4,37.7,19.6,39.0,75.0,1.4,2.1,7.171428571,41859,426172.9,844822.3,25.72,89.26,34,1970.04,0
