,Sl,Station_Names,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,Station_Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period,Flood?
0,9812,Jessore,2000,9,35.2,25.2,467.0,87.0,1.4,5.7,6.1,41936,420062.7,562498.8,23.17,89.22,7,2000.09,1
1,1711,Bogra,1977,8,37.8,26.7,173.0,86.0,1.7,5.2,6.4,41883,435303.7,751187.5,24.88,89.36,20,1977.08,0
2,4403,Cox's Bazar,1950,12,30.6,14.5,0.0,72.0,1.614814815,0.8,8.558490566,41992,705183.0,374324.6,21.46,91.98,4,1950.12,0
3,15270,Rangamati,1973,7,34.2,25.6,608.0,83.0,1.9,5.4,3.748148148,41966,725903.3,508021.9,22.67,92.2,63,1973.07,1
4,1391,Bogra,1950,12,28.1,13.3,0.0,73.0,0.685185185,0.9,7.596226415,41883,435303.7,751187.5,24.88,89.36,20,1950.12,0
5,10448,Khepupara,2013,9,35.0,25.8,536.0,88.0,2.6,5.4,4.6,41984,522893.1,430006.8,21.98,90.22,3,2013.09,1
6,3668,Comilla,1955,9,32.4,25.2,246.0,86.0,1.537037037,4.8,5.548484848,41933,621445.2,596963.4,23.48,91.19,10,1955.09,0
7,16830,Sandwip,1995,7,32.1,26.5,620.0,91.0,3.2,5.8,4.8,41964,650012.1,488627.9,22.5,91.46,6,1995.07,1
8,15251,Rangamati,1971,12,29.3,17.5,1.0,77.0,1.1,3.1,7.448148148,41966,725903.3,508021.9,22.67,92.2,63,1971.12,0
9,15432,Rangamati,1987,1,29.0,13.5,3.0,76.0,0.7,1.1,3.8,41966,725903.3,508021.9,22.67,92.2,63,1987.01,0
10,4259,Comilla,2004,12,30.2,14.5,0.0,78.0,0.5,1.1,7.8,41933,621445.2,596963.4,23.48,91.19,10,2004.12,0
11,8660,Ishurdi,1970,9,34.4,25.7,261.0,84.0,3.7,6.4,5.220689655,41907,402483.2,667640.8,24.12,89.04,14,1970.09,0
12,11496,Kutubdia,1998,1,29.0,15.6,15.0,82.0,1.3,1.2,7.8,41989,690250.3,414997.4,21.83,91.84,6,1998.01,0
13,17925,Sitakunda,1983,10,34.0,23.1,672.0,82.0,0.9,3.8,5.3,41965,668856.2,504500.3,22.64,91.64,4,1983.1,1
14,16401,Rangpur,2007,10,35.5,23.4,138.0,83.0,0.7,3.1,6.8,41859,426172.9,844822.3,25.72,89.26,34,2007.1,0
15,6044,Dinajpur,1960,9,35.6,24.3,370.0,87.0,0.1,5.1,5.184,41863,365790.2,834718.0,25.63,88.66,37,1960.09,1
16,8487,Hatiya,2009,4,35.8,24.8,103.0,82.0,4.0,3.6,8.2,41963,616159.2,465295.1,22.29,91.13,4,2009.04,0
17,9131,Ishurdi,2009,12,28.5,11.6,0.0,79.0,2.2,0.6,5.2,41907,402483.2,667640.8,24.12,89.04,14,2009.12,0
18,1818,Bogra,1986,7,33.8,25.4,446.0,89.0,1.2,5.8,3.9,41883,435303.7,751187.5,24.88,89.36,20,1986.07,1
19,1334,Bhola,2012,3,35.2,21.8,8.0,78.0,1.9,1.7,7.7,41951,567637.6,510271.8,22.7,90.66,5,2012.03,0
20,15369,Rangamati,1981,10,32.1,24.8,42.0,83.0,1.2,3.6,6.596296296,41966,725903.3,508021.9,22.67,92.2,63,1981.1,0
21,15211,Rangamati,1968,8,35.6,25.6,363.0,86.0,1.4,5.9,4.744444444,41966,725903.3,508021.9,22.67,92.2,63,1968.08,0
22,3739,Comilla,1961,8,33.9,25.5,577.0,87.0,3.7,6.0,5.233333333,41933,621445.2,596963.4,23.48,91.19,10,1961.08,1
23,11740,Madaripur,1981,5,35.0,23.5,294.0,78.0,0.8,4.8,5.953846154,41939,518762.7,561770.3,23.17,90.18,5,1981.05,0
24,11476,Kutubdia,1996,5,35.2,25.3,192.0,81.0,2.7,4.2,7.3,41989,690250.3,414997.4,21.83,91.84,6,1996.05,0
25,6612,Dinajpur,2008,1,27.0,11.8,33.0,80.0,0.7,2.0,4.8,41863,365790.2,834718.0,25.63,88.66,37,2008.01,0
26,11063,Khulna,1998,12,30.0,15.0,0.0,79.0,0.6,0.2,9.1,41947,456632.4,521635.7,22.8,89.58,4,1998.12,0
27,7511,Feni,1975,12,28.1,13.7,0.0,72.0,0.2,0.5,7.203448276,41943,640285.9,544954.5,23.01,91.37,8,1975.12,0
28,6716,Faridpur,1950,9,32.4,26.3,161.0,84.0,1.375925926,5.9,5.14137931,41929,483877.3,610719.3,23.61,89.84,9,1950.09,0
29,15917,Rangpur,1967,6,37.4,25.0,248.0,79.0,1.3,4.2,4.894285714,41859,426172.9,844822.3,25.72,89.26,34,1967.06,0
30,19898,Tangail,1997,3,34.6,19.3,20.0,72.0,1.0,2.3,7.4,41909,491982.91,683166.0,24.15,89.55,10,1997.03,0
31,12640,Maijdee Court,1993,5,34.0,24.3,481.0,83.0,1.5,5.1,5.2,41953,610851.8,524433.6,22.83,91.08,6,1993.05,1
32,18160,Sitakunda,2003,5,36.4,25.1,268.0,83.0,1.1,4.0,5.3,41965,668856.2,504500.3,22.64,91.64,4,2003.05,0
33,6749,Faridpur,1953,6,35.6,24.7,591.0,87.0,1.833333333,6.6,5.0,41929,483877.3,610719.3,23.61,89.84,9,1953.06,1
34,2571,Chandpur,1999,4,35.5,25.4,21.0,76.0,0.9,2.1,8.0,41941,568556.9,571945.8,23.26,90.67,7,1999.04,0
35,17721,Satkhira,2003,10,34.4,24.9,420.0,88.0,0.2,4.3,4.6,41946,404211.7,508367.2,22.68,89.07,6,2003.1,1
36,10914,Khulna,1986,7,35.5,25.5,390.0,89.0,1.6,6.1,3.7,41947,456632.4,521635.7,22.8,89.58,4,1986.07,1
37,6129,Dinajpur,1967,10,32.8,23.6,105.0,82.0,0.3,0.8,6.916,41863,365790.2,834718.0,25.63,88.66,37,1967.1,0
38,18726,Srimangal,1984,7,35.0,25.6,204.0,85.0,0.9,0.0,4.325,41915,675761.6,687095.9,24.29,91.73,23,1984.07,0
39,7503,Feni,1975,4,37.6,24.2,49.0,71.0,2.8,2.9,7.451724138,41943,640285.9,544954.5,23.01,91.37,8,1975.04,0
40,138,Barisal,1960,7,32.8,25.5,716.0,89.0,0.4,6.0,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1960.07,1
41,16591,Sandwip,1975,8,30.7,25.5,673.0,89.0,2.4,5.5,4.962962963,41964,650012.1,488627.9,22.5,91.46,6,1975.08,1
42,3414,Chittagong (IAP-Patenga),2000,7,34.0,25.3,701.0,87.0,3.6,6.2,4.2,41978,684570.9,471415.0,22.34,91.79,6,2000.07,1
43,5915,Dinajpur,1949,12,28.1,8.9,0.0,76.0,0.459259259,0.1,6.392,41863,365790.2,834718.0,25.63,88.66,37,1949.12,0
44,18486,Srimangal,1964,7,35.3,24.7,455.0,88.0,0.6,5.8,4.325,41915,675761.6,687095.9,24.29,91.73,23,1964.07,0
45,10851,Khulna,1981,4,35.3,22.8,347.0,81.0,2.6,3.6,8.533333333,41947,456632.4,521635.7,22.8,89.58,4,1981.04,0
46,16717,Sandwip,1986,2,30.0,17.7,0.0,71.0,0.7,1.4,7.951851852,41964,650012.1,488627.9,22.5,91.46,6,1986.02,0
47,7056,Faridpur,1979,1,28.7,13.6,9.0,72.0,0.3,1.1,6.986206897,41929,483877.3,610719.3,23.61,89.84,9,1979.01,0
48,5272,Dhaka,1962,5,35.9,23.8,205.0,79.0,2.4,4.9,8.4,41923,540098.6,629248.4,23.78,90.39,9,1962.05,0
49,14202,Patuakhali,1991,7,32.5,26.1,472.0,87.0,2.3,5.9,3.0,41960,534986.1,472575.7,22.36,90.34,3,1991.07,1
50,11936,Madaripur,1997,9,34.5,25.6,438.0,88.0,0.7,5.4,4.2,41939,518762.7,561770.3,23.17,90.18,5,1997.09,1
51,5996,Dinajpur,1956,9,35.0,24.4,217.0,84.0,0.753703704,4.5,5.184,41863,365790.2,834718.0,25.63,88.66,37,1956.09,1
52,8677,Ishurdi,1972,2,30.2,10.8,0.0,53.0,2.1,1.6,7.917241379,41907,402483.2,667640.8,24.12,89.04,14,1972.02,0
53,2266,Chandpur,1973,11,31.7,20.2,21.0,78.0,1.0,1.2,6.635135135,41941,568556.9,571945.8,23.26,90.67,7,1973.11,0
54,4694,Cox's Bazar,1975,3,33.9,21.0,0.0,73.0,2.2,0.6,10.5,41992,705183.0,374324.6,21.46,91.98,4,1975.03,0
55,14612,Rajshahi,1975,9,34.0,25.8,197.0,85.0,0.9,5.1,5.542857143,41895,353944.9,693386.6,24.35,88.56,20,1975.09,1
56,1662,Bogra,1973,7,33.9,26.3,350.0,85.0,1.3,4.9,6.4,41883,435303.7,751187.5,24.88,89.36,20,1973.07,0
57,19319,Sylhet,1975,12,27.5,14.0,4.0,74.0,1.1,1.3,10.1,41891,694533.2,752277.9,24.88,91.93,35,1975.12,0
58,17323,Satkhira,1970,8,35.0,25.6,274.0,89.0,1.1,5.5,4.373333333,41946,404211.7,508367.2,22.68,89.07,6,1970.08,0
59,5163,Dhaka,1953,4,37.7,23.4,90.0,69.0,2.137037037,3.4,8.132075472,41923,540098.6,629248.4,23.78,90.39,9,1953.04,0
60,1506,Bogra,1960,7,33.4,26.0,311.0,88.0,1.4,7.1,4.435849057,41883,435303.7,751187.5,24.88,89.36,20,1960.07,0
61,10545,Khulna,1955,10,35.8,24.8,152.0,86.0,0.661111111,5.2,6.9,41947,456632.4,521635.7,22.8,89.58,4,1955.1,0
62,294,Barisal,1973,7,32.8,25.7,392.0,90.0,2.4,6.4,5.6,41950,536809.8,510151.9,22.7,90.36,4,1973.07,1
63,1193,Bhola,2000,6,33.5,25.7,416.0,89.0,0.8,5.8,3.3,41951,567637.6,510271.8,22.7,90.66,5,2000.06,1
64,17969,Sitakunda,1987,6,34.0,25.9,690.0,83.0,2.5,6.0,3.5,41965,668856.2,504500.3,22.64,91.64,4,1987.06,1
65,6569,Dinajpur,2004,6,36.2,25.2,517.0,84.0,0.7,6.3,4.1,41863,365790.2,834718.0,25.63,88.66,37,2004.06,1
66,16707,Sandwip,1985,4,32.5,26.0,156.0,83.0,2.9,3.8,8.051851852,41964,650012.1,488627.9,22.5,91.46,6,1985.04,0
67,14284,Patuakhali,1998,5,36.8,25.8,234.0,85.0,2.2,4.8,5.3,41960,534986.1,472575.7,22.36,90.34,3,1998.05,0
68,19670,Sylhet,2005,3,33.2,19.7,388.0,76.0,1.9,4.9,5.3,41891,694533.2,752277.9,24.88,91.93,35,2005.03,0
69,3601,Comilla,1950,2,31.6,14.1,19.0,77.0,0.983333333,2.0,7.875757576,41933,621445.2,596963.4,23.48,91.19,10,1950.02,0
70,4214,Comilla,2001,3,34.5,19.2,6.0,74.0,0.9,1.5,8.9,41933,621445.2,596963.4,23.48,91.19,10,2001.03,0
71,17057,Satkhira,1948,6,36.7,26.1,234.0,85.0,1.701851852,6.0,4.386666667,41946,404211.7,508367.2,22.68,89.07,6,1948.06,0
72,19264,Sylhet,1971,5,33.4,22.8,430.0,81.0,1.5,5.7,6.1,41891,694533.2,752277.9,24.88,91.93,35,1971.05,0
73,12906,Mongla,1990,7,34.0,25.7,381.2173913,90.0,1.1,5.934782609,3.992307692,41958,452007.3,499110.5,22.43,89.66,4,1990.07,1
74,20370,Teknaf,1999,7,32.2,25.5,771.0,92.0,0.8,6.3,2.1,41998,734765.4,308914.1,20.87,92.26,4,1999.07,1
75,17862,Sitakunda,1978,7,33.0,24.9,848.0,84.0,3.0,6.2,3.2,41965,668856.2,504500.3,22.64,91.64,4,1978.07,1
76,9094,Ishurdi,2006,11,32.0,17.7,40.0,78.0,0.6,2.6,7.0,41907,402483.2,667640.8,24.12,89.04,14,2006.11,0
77,977,Bhola,1982,6,35.6,25.7,331.0,89.0,0.9,6.4,2.6,41951,567637.6,510271.8,22.7,90.66,5,1982.06,0
78,14257,Patuakhali,1996,2,32.0,15.9,394.0,78.0,0.7,0.9,7.6,41960,534986.1,472575.7,22.36,90.34,3,1996.02,0
79,18788,Srimangal,1989,9,34.0,24.8,345.0,87.0,0.4,5.9,4.1,41915,675761.6,687095.9,24.29,91.73,23,1989.09,0
80,9714,Jessore,1992,7,35.5,25.5,307.0,88.0,3.1,6.4,3.8,41936,420062.7,562498.8,23.17,89.22,7,1992.07,0
81,4468,Cox's Bazar,1956,5,33.5,24.7,664.0,88.0,2.774074074,6.2,7.452830189,41992,705183.0,374324.6,21.46,91.98,4,1956.05,1
82,10891,Khulna,1984,8,34.5,26.1,486.0,89.0,3.1,7.4,4.1,41947,456632.4,521635.7,22.8,89.58,4,1984.08,1
83,17767,Satkhira,2007,8,35.5,26.7,167.0,85.0,0.6,5.7,5.4,41946,404211.7,508367.2,22.68,89.07,6,2007.08,0
84,13718,Mymensingh,1992,3,36.5,19.3,0.0,68.0,1.5,1.4,7.1,41886,540975.3,737535.8,24.75,90.41,19,1992.03,0
85,14638,Rajshahi,1977,11,32.5,20.0,10.0,78.0,0.5,2.5,7.988571429,41895,353944.9,693386.6,24.35,88.56,20,1977.11,0
86,3954,Comilla,1979,7,33.9,25.9,167.0,85.0,2.9,5.5,4.566666667,41933,621445.2,596963.4,23.48,91.19,10,1979.07,0
87,19441,Sylhet,1986,2,30.2,13.4,2.0,63.0,1.2,1.6,9.2,41891,694533.2,752277.9,24.88,91.93,35,1986.02,0
88,2712,Chandpur,2011,1,28.6,12.0,0.0,78.0,2.2,0.8,4.5,41941,568556.9,571945.8,23.26,90.67,7,2011.01,0
89,10682,Khulna,1967,3,34.5,20.7,33.0,70.0,1.3,2.0,8.276666667,41947,456632.4,521635.7,22.8,89.58,4,1967.03,0
90,4319,Comilla,2009,12,29.5,13.4,0.0,80.0,1.6,0.4,6.6,41933,621445.2,596963.4,23.48,91.19,10,2009.12,0
91,9608,Jessore,1983,9,34.6,25.8,255.0,87.0,2.9,6.0,4.4,41936,420062.7,562498.8,23.17,89.22,7,1983.09,0
92,2934,Chittagong (IAP-Patenga),1960,7,33.8,25.1,811.0,91.0,3.7,6.9,4.28490566,41978,684570.9,471415.0,22.34,91.79,6,1960.07,1
93,1097,Bhola,1992,6,35.0,26.2,275.0,87.0,0.9,4.8,3.8,41951,567637.6,510271.8,22.7,90.66,5,1992.06,0
94,3462,Chittagong (IAP-Patenga),2004,7,33.5,25.4,905.0,88.0,0.7,6.7,4.2,41978,684570.9,471415.0,22.34,91.79,6,2004.07,1
95,20407,Teknaf,2002,8,33.4,25.5,692.0,89.0,1.2,6.4,3.7,41998,734765.4,308914.1,20.87,92.26,4,2002.08,1
96,12849,Maijdee Court,2010,10,36.4,25.8,521.0,84.0,2.5,3.9,6.8,41953,610851.8,524433.6,22.83,91.08,6,2010.1,1
97,19568,Sylhet,1996,9,37.5,25.3,382.0,84.0,0.7,5.8,0.0,41891,694533.2,752277.9,24.88,91.93,35,1996.09,0
98,1692,Bogra,1976,1,28.3,11.4,0.0,71.0,0.7,0.6,9.3,41883,435303.7,751187.5,24.88,89.36,20,1976.01,0
99,1841,Bogra,1988,6,37.7,25.4,756.0,86.0,2.1,5.6,4.3,41883,435303.7,751187.5,24.88,89.36,20,1988.06,1
100,14185,Patuakhali,1990,2,31.0,18.4,100.0,83.0,0.8,2.5,7.0,41960,534986.1,472575.7,22.36,90.34,3,1990.02,0
101,15029,Rajshahi,2010,6,38.3,26.1,211.0,82.0,2.1,6.0,4.3,41895,353944.9,693386.6,24.35,88.56,20,2010.06,1
102,8394,Hatiya,2001,7,31.2,25.3,789.0,89.0,3.3,6.4,4.5,41963,616159.2,465295.1,22.29,91.13,4,2001.07,1
103,3955,Comilla,1979,8,35.0,25.8,486.0,86.0,1.9,5.7,5.233333333,41933,621445.2,596963.4,23.48,91.19,10,1979.08,1
104,991,Bhola,1983,8,34.0,25.9,501.0,87.0,1.0,5.8,4.3,41951,567637.6,510271.8,22.7,90.66,5,1983.08,1
105,20428,Teknaf,2004,5,36.0,25.3,437.0,82.0,0.8,3.7,7.4,41998,734765.4,308914.1,20.87,92.26,4,2004.05,1
106,661,Barisal,2004,2,33.1,15.2,0.0,77.0,0.4,1.2,8.1,41950,536809.8,510151.9,22.7,90.36,4,2004.02,0
107,6121,Dinajpur,1967,2,30.8,12.8,0.0,62.0,0.0,0.1,7.232,41863,365790.2,834718.0,25.63,88.66,37,1967.02,0
108,16442,Rangpur,2011,3,34.8,18.3,13.0,71.0,2.5,2.7,7.4,41859,426172.9,844822.3,25.72,89.26,34,2011.03,0
109,5206,Dhaka,1956,11,30.4,18.5,53.0,77.0,0.555555556,2.3,7.822641509,41923,540098.6,629248.4,23.78,90.39,9,1956.11,0
110,11384,Kutubdia,1988,9,35.0,25.6,545.0,86.0,1.6,5.3,7.1,41989,690250.3,414997.4,21.83,91.84,6,1988.09,1
111,4584,Cox's Bazar,1966,1,29.5,15.8,13.0,78.0,4.0,2.4,10.0,41992,705183.0,374324.6,21.46,91.98,4,1966.01,0
112,4606,Cox's Bazar,1967,11,30.3,18.2,0.0,73.0,3.1,0.9,10.5,41992,705183.0,374324.6,21.46,91.98,4,1967.11,0
113,14989,Rajshahi,2007,2,30.5,14.6,27.0,79.0,0.6,2.3,8.4,41895,353944.9,693386.6,24.35,88.56,20,2007.02,0
114,10536,Khulna,1955,1,30.2,12.4,0.0,71.0,0.7,0.3,7.36,41947,456632.4,521635.7,22.8,89.58,4,1955.01,0
115,15327,Rangamati,1978,4,37.0,23.6,0.0,69.0,1.7,2.7,7.9,41966,725903.3,508021.9,22.67,92.2,63,1978.04,0
116,9412,Jessore,1967,5,37.6,25.5,121.0,71.0,4.4,4.3,7.4,41936,420062.7,562498.8,23.17,89.22,7,1967.05,0
117,2650,Chandpur,2005,11,31.4,20.2,0.0,81.0,0.2,1.1,7.9,41941,568556.9,571945.8,23.26,90.67,7,2005.11,0
118,10698,Khulna,1968,7,34.6,26.4,424.0,91.0,0.6,5.8,3.89,41947,456632.4,521635.7,22.8,89.58,4,1968.07,1
119,9048,Ishurdi,2003,1,26.5,8.3,0.0,81.0,0.9,1.0,6.3,41907,402483.2,667640.8,24.12,89.04,14,2003.01,0
120,13858,Mymensingh,2003,11,31.5,17.5,0.0,81.0,0.5,0.6,8.7,41886,540975.3,737535.8,24.75,90.41,19,2003.11,0
121,13194,Mymensingh,1948,7,34.7,25.8,513.0,84.0,1.544444444,7.5,3.691428571,41886,540975.3,737535.8,24.75,90.41,19,1948.07,1
122,5200,Dhaka,1956,5,34.1,25.6,69.0,83.0,1.855555556,6.3,7.343396226,41923,540098.6,629248.4,23.78,90.39,9,1956.05,0
123,15293,Rangamati,1975,6,35.1,25.7,508.0,84.0,1.7,5.1,4.381481481,41966,725903.3,508021.9,22.67,92.2,63,1975.06,1
124,3550,Chittagong (IAP-Patenga),2011,11,31.0,19.2,0.0,75.0,5.7,0.6,8.0,41978,684570.9,471415.0,22.34,91.79,6,2011.11,0
125,2323,Chandpur,1978,8,31.9,25.9,332.0,85.0,1.2,5.3,3.7,41941,568556.9,571945.8,23.26,90.67,7,1978.08,1
126,15027,Rajshahi,2010,4,42.5,25.7,37.0,67.0,2.5,2.5,7.6,41895,353944.9,693386.6,24.35,88.56,20,2010.04,0
127,42,Barisal,1952,7,31.2,25.6,414.0,88.0,1.57037037,6.5,3.738297872,41950,536809.8,510151.9,22.7,90.36,4,1952.07,1
128,12409,Maijdee Court,1974,2,33.3,14.9,0.0,71.0,0.5,0.0,7.817241379,41953,610851.8,524433.6,22.83,91.08,6,1974.02,0
129,11256,Kutubdia,1978,1,28.14482759,14.91034483,4.0,74.65714286,1.3,0.951724138,8.346666667,41989,690250.3,414997.4,21.83,91.84,6,1978.01,0
130,4095,Comilla,1991,4,36.8,22.8,270.0,84.0,1.8,3.7,7.0,41933,621445.2,596963.4,23.48,91.19,10,1991.04,0
131,8624,Ishurdi,1967,9,32.6,25.6,261.0,84.0,1.6,6.6,5.220689655,41907,402483.2,667640.8,24.12,89.04,14,1967.09,0
132,4388,Cox's Bazar,1949,9,32.5,24.4,359.0,87.0,2.190740741,5.4,5.873584906,41992,705183.0,374324.6,21.46,91.98,4,1949.09,1
133,6080,Dinajpur,1963,9,35.6,25.9,325.0,83.0,0.3,3.2,5.184,41863,365790.2,834718.0,25.63,88.66,37,1963.09,1
134,5137,Cox's Bazar,2012,2,34.0,17.1,0.0,63.0,3.0,0.4,8.9,41992,705183.0,374324.6,21.46,91.98,4,2012.02,0
135,13340,Mymensingh,1960,9,34.7,25.6,579.0,88.0,0.6,5.7,4.231428571,41886,540975.3,737535.8,24.75,90.41,19,1960.09,1
136,12300,Maijdee Court,1965,1,28.8,12.9,0.0,76.0,0.0,0.9,7.068965517,41953,610851.8,524433.6,22.83,91.08,6,1965.01,0
137,15887,Rangpur,1964,12,27.5,10.8,0.0,77.0,0.6,0.9,6.871428571,41859,426172.9,844822.3,25.72,89.26,34,1964.12,0
138,14644,Rajshahi,1978,5,37.1,24.0,104.0,78.0,3.3,4.5,7.391428571,41895,353944.9,693386.6,24.35,88.56,20,1978.05,0
139,5749,Dhaka,2002,2,33.5,16.7,4.0,58.0,0.7,1.0,8.8,41923,540098.6,629248.4,23.78,90.39,9,2002.02,0
140,1831,Bogra,1987,8,35.4,25.9,623.0,88.0,1.5,5.9,4.1,41883,435303.7,751187.5,24.88,89.36,20,1987.08,1
141,8717,Ishurdi,1975,6,43.4,25.6,200.0,79.0,3.2,5.5,5.168965517,41907,402483.2,667640.8,24.12,89.04,14,1975.06,0
142,18078,Sitakunda,1996,7,34.0,25.9,395.0,87.0,0.5,5.7,2.8,41965,668856.2,504500.3,22.64,91.64,4,1996.07,0
143,1683,Bogra,1975,4,40.0,23.3,52.0,59.0,1.8,1.9,9.3,41883,435303.7,751187.5,24.88,89.36,20,1975.04,0
144,11265,Kutubdia,1978,10,34.02413793,24.48275862,166.0,83.37142857,1.1,3.64137931,7.266666667,41989,690250.3,414997.4,21.83,91.84,6,1978.1,0
145,20383,Teknaf,2000,8,33.0,25.4,1008.0,87.0,0.8,6.0,5.8,41998,734765.4,308914.1,20.87,92.26,4,2000.08,1
146,7397,Faridpur,2007,6,36.7,25.5,528.0,85.0,1.3,5.9,5.0,41929,483877.3,610719.3,23.61,89.84,9,2007.06,1
147,17564,Satkhira,1990,9,34.6,25.9,295.0,88.0,2.1,5.3,4.7,41946,404211.7,508367.2,22.68,89.07,6,1990.09,0
148,6473,Dinajpur,1996,6,36.0,25.0,320.0,84.0,0.7,5.4,7.5,41863,365790.2,834718.0,25.63,88.66,37,1996.06,1
149,7535,Feni,1977,12,31.3,14.8,0.0,73.0,0.2,0.9,7.203448276,41943,640285.9,544954.5,23.01,91.37,8,1977.12,0
150,17218,Satkhira,1961,11,31.5,16.9,0.0,75.0,0.0,1.6,7.263333333,41946,404211.7,508367.2,22.68,89.07,6,1961.11,0
151,9149,Ishurdi,2011,6,37.5,26.2,253.0,82.0,2.5,6.0,5.2,41907,402483.2,667640.8,24.12,89.04,14,2011.06,0
152,17984,Sitakunda,1988,9,35.3,25.2,440.0,82.0,0.7,5.4,4.8,41965,668856.2,504500.3,22.64,91.64,4,1988.09,1
153,12195,Maijdee Court,1956,4,37.2,23.7,178.0,77.0,1.751851852,1.3,7.803448276,41953,610851.8,524433.6,22.83,91.08,6,1956.04,0
154,10766,Khulna,1974,3,36.8,21.3,174.0,65.0,1.4,2.9,8.276666667,41947,456632.4,521635.7,22.8,89.58,4,1974.03,0
155,8863,Ishurdi,1987,8,35.6,26.0,643.0,84.0,1.9,5.4,4.8,41907,402483.2,667640.8,24.12,89.04,14,1987.08,1
156,1061,Bhola,1989,6,36.0,25.9,533.0,88.0,1.4,5.3,3.4,41951,567637.6,510271.8,22.7,90.66,5,1989.06,1
157,2893,Chittagong (IAP-Patenga),1957,2,29.3,15.7,6.0,73.0,1.951851852,1.3,8.481132075,41978,684570.9,471415.0,22.34,91.79,6,1957.02,0
158,3632,Comilla,1952,9,31.8,25.2,570.0,90.0,1.537037037,7.0,5.548484848,41933,621445.2,596963.4,23.48,91.19,10,1952.09,1
159,13774,Mymensingh,1996,11,33.2,18.2,0.0,80.0,0.3,1.0,8.7,41886,540975.3,737535.8,24.75,90.41,19,1996.11,0
160,11912,Madaripur,1995,9,34.8,26.2,225.0,84.0,1.1,6.1,3.3,41939,518762.7,561770.3,23.17,90.18,5,1995.09,0
161,4918,Cox's Bazar,1993,11,31.8,20.1,39.0,76.0,1.2,1.1,9.0,41992,705183.0,374324.6,21.46,91.98,4,1993.11,0
162,15307,Rangamati,1976,8,33.2,24.7,377.0,84.0,1.8,5.5,4.744444444,41966,725903.3,508021.9,22.67,92.2,63,1976.08,0
163,419,Barisal,1983,12,28.4,12.8,19.0,83.0,0.3,1.4,8.1,41950,536809.8,510151.9,22.7,90.36,4,1983.12,0
164,6114,Dinajpur,1966,7,34.4,26.1,602.0,87.0,1.3,5.9,4.288,41863,365790.2,834718.0,25.63,88.66,37,1966.07,1
165,11277,Kutubdia,1979,10,34.02413793,24.48275862,27.0,82.0,1.4,3.64137931,7.266666667,41989,690250.3,414997.4,21.83,91.84,6,1979.1,0
166,20538,Teknaf,2013,7,32.2,25.3,1127.0,89.0,3.3,6.5,3.6,41998,734765.4,308914.1,20.87,92.26,4,2013.07,1
167,13755,Mymensingh,1995,4,37.6,22.9,81.0,71.0,2.1,3.0,7.5,41886,540975.3,737535.8,24.75,90.41,19,1995.04,0
168,9352,Jessore,1962,5,37.4,24.9,109.0,80.0,1.3,4.2,7.304255319,41936,420062.7,562498.8,23.17,89.22,7,1962.05,0
169,4429,Cox's Bazar,1953,2,30.6,16.0,0.0,78.0,2.107407407,0.9,9.3,41992,705183.0,374324.6,21.46,91.98,4,1953.02,0
170,19460,Sylhet,1987,9,34.0,24.5,922.0,89.0,1.4,6.7,3.7,41891,694533.2,752277.9,24.88,91.93,35,1987.09,1
171,6133,Dinajpur,1968,2,30.1,10.9,0.0,60.0,0.3,0.3,7.232,41863,365790.2,834718.0,25.63,88.66,37,1968.02,0
172,2286,Chandpur,1975,7,33.3,25.0,525.0,90.0,1.6,4.6,3.416216216,41941,568556.9,571945.8,23.26,90.67,7,1975.07,1
173,12014,Madaripur,2004,3,35.8,21.7,6.0,73.0,0.6,2.3,6.5,41939,518762.7,561770.3,23.17,90.18,5,2004.03,0
174,14489,Rajshahi,1965,6,37.2,25.7,325.0,81.0,0.9,4.8,5.394285714,41895,353944.9,693386.6,24.35,88.56,20,1965.06,1
175,15895,Rangpur,1965,8,34.3,25.9,553.0,87.0,1.5,5.0,5.145714286,41859,426172.9,844822.3,25.72,89.26,34,1965.08,1
176,6203,Dinajpur,1973,12,27.4,11.8,1.0,75.0,0.4,0.6,6.392,41863,365790.2,834718.0,25.63,88.66,37,1973.12,0
177,2537,Chandpur,1996,6,34.8,25.5,314.0,83.0,1.0,3.3,4.5,41941,568556.9,571945.8,23.26,90.67,7,1996.06,1
178,12147,Maijdee Court,1952,4,35.5,22.7,303.0,80.0,1.751851852,3.5,7.803448276,41953,610851.8,524433.6,22.83,91.08,6,1952.04,0
179,11524,Kutubdia,2000,5,33.6,24.5,446.0,86.0,1.8,4.8,5.2,41989,690250.3,414997.4,21.83,91.84,6,2000.05,1
180,18488,Srimangal,1964,9,36.4,24.8,197.0,87.0,0.2,5.2,5.028571429,41915,675761.6,687095.9,24.29,91.73,23,1964.09,0
181,14026,Patuakhali,1976,11,31.0,20.4,43.0,80.0,0.7,2.3,6.862068966,41960,534986.1,472575.7,22.36,90.34,3,1976.11,0
182,12421,Maijdee Court,1975,2,31.7,15.5,3.0,76.0,0.3,1.9,7.817241379,41953,610851.8,524433.6,22.83,91.08,6,1975.02,0
